date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix
2023-09-01,189.49000549316406,189.9199981689453,188.27999877929688,189.2107391357422,45732600,AAPL,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,189.2107391357422,189.2107391357422,13.09000015258789
2023-09-01,258.67999267578125,259.0299987792969,256.1000061035156,256.7099914550781,1349700,AMGN,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,256.7099914550781,256.7099914550781,13.09000015258789
2023-09-01,159.07000732421875,160.16000366210938,158.7100067138672,158.9668426513672,2195500,AXP,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,158.9668426513672,158.9668426513672,13.09000015258789
2023-09-01,226.0,226.22999572753906,221.9499969482422,223.39999389648438,3655600,BA,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,223.39999389648438,223.39999389648438,13.09000015258789
2023-09-01,284.79998779296875,287.07000732421875,283.6499938964844,284.77850341796875,2335400,CAT,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,284.77850341796875,284.77850341796875,13.09000015258789
2023-09-01,223.5,223.97000122070312,220.52000427246094,221.52999877929688,5597100,CRM,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,221.52999877929688,221.52999877929688,13.09000015258789
2023-09-01,57.38999938964844,58.189998626708984,57.38999938964844,57.425262451171875,14078200,CSCO,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,57.425262451171875,57.425262451171875,13.09000015258789
2023-09-01,162.63999938964844,164.69000244140625,162.63999938964844,164.3000030517578,6660400,CVX,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,164.3000030517578,164.3000030517578,13.09000015258789
2023-09-01,82.11000061035156,82.2300033569336,80.52999877929688,81.63999938964844,27667400,DIS,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,81.63999938964844,81.63999938964844,13.09000015258789
2023-09-01,55.029998779296875,55.560001373291016,54.7599983215332,55.290000915527344,4335600,DOW,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,55.290000915527344,55.290000915527344,13.09000015258789
2023-09-01,329.6700134277344,331.6199951171875,326.2099914550781,327.3999938964844,1201400,GS,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,327.3999938964844,327.3999938964844,13.09000015258789
2023-09-01,332.0,333.45001220703125,331.1400146484375,333.0799865722656,2317100,HD,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,333.0799865722656,333.0799865722656,13.09000015258789
2023-09-01,189.02000427246094,189.49000549316406,187.5399932861328,187.28794860839844,1595800,HON,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,187.28794860839844,187.28794860839844,13.09000015258789
2023-09-01,147.25999450683594,148.10000610351562,146.9199981689453,146.281005859375,2727500,IBM,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,146.281005859375,146.281005859375,13.09000015258789
2023-09-01,35.790000915527344,36.75,35.72999954223633,36.490013122558594,43782600,INTC,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,36.490013122558594,36.490013122558594,13.09000015258789
2023-09-01,161.4199981689453,162.47999572753906,160.00999450683594,160.47999572753906,8609500,JNJ,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,160.47999572753906,160.47999572753906,13.09000015258789
2023-09-01,146.08999633789062,148.0800018310547,145.6999969482422,145.7445831298828,7902100,JPM,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,145.7445831298828,145.7445831298828,13.09000015258789
2023-09-01,60.0,60.130001068115234,59.119998931884766,58.8431510925293,11257200,KO,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,58.8431510925293,58.8431510925293,13.09000015258789
2023-09-01,282.5400085449219,283.1400146484375,279.1300048828125,280.94000244140625,2136400,MCD,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,280.94000244140625,280.94000244140625,13.09000015258789
2023-09-01,107.30000305175781,108.30000305175781,106.11000061035156,106.94999694824219,3640500,MMM,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,106.94999694824219,106.94999694824219,13.09000015258789
2023-09-01,109.6500015258789,110.37000274658203,109.25,109.09625244140625,4941300,MRK,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,109.09625244140625,109.09625244140625,13.09000015258789
2023-09-01,331.30999755859375,331.989990234375,326.7799987792969,327.9942932128906,14931200,MSFT,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,327.9942932128906,327.9942932128906,13.09000015258789
2023-09-01,101.97000122070312,102.95999908447266,101.5199966430664,102.36000061035156,6359400,NKE,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,102.36000061035156,102.36000061035156,13.09000015258789
2023-09-01,154.89999389648438,155.27999877929688,153.55999755859375,153.5408935546875,4126300,PG,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,153.5408935546875,153.5408935546875,13.09000015258789
2023-09-01,162.3800048828125,163.41000366210938,161.9199981689453,161.28948974609375,724900,TRV,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,161.28948974609375,161.28948974609375,13.09000015258789
2023-09-01,479.0,480.6499938964844,473.3599853515625,474.3932189941406,3165000,UNH,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,474.3932189941406,474.3932189941406,13.09000015258789
2023-09-01,247.47000122070312,248.8699951171875,246.77000427246094,247.58290100097656,4111800,V,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,247.58290100097656,247.58290100097656,13.09000015258789
2023-09-01,34.9900016784668,35.150001525878906,34.84000015258789,34.131465911865234,14744400,VZ,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,34.131465911865234,34.131465911865234,13.09000015258789
2023-09-01,25.170000076293945,25.260000228881836,23.389999389648438,22.888267517089844,33164400,WBA,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,22.888267517089844,22.888267517089844,13.09000015258789
2023-09-01,162.8699951171875,162.9600067138672,160.14999389648438,161.57000732421875,4183500,WMT,4,0.0,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,161.57000732421875,161.57000732421875,13.09000015258789
2023-09-05,188.27999877929688,189.97999572753906,187.61000061035156,189.45040893554688,45280000,AAPL,1,0.005377207046905141,189.66951831701957,188.9916297542695,100.0,-66.66666666666667,100.0,189.33057403564453,189.33057403564453,14.010000228881836
2023-09-05,256.7099914550781,257.3900146484375,253.9199981689453,254.00999450683594,1763600,AMGN,1,-0.06057685460800144,259.1783652835271,251.54162067838695,0.0,-66.66666666666579,100.0,255.35999298095703,255.35999298095703,14.010000228881836
2023-09-05,160.11000061035156,161.86000061035156,159.35000610351562,159.3452911376953,4151000,AXP,1,0.008490831424012413,159.69127387655604,158.62085991250646,100.0,66.66666666666667,100.0,159.15606689453125,159.15606689453125,14.010000228881836
2023-09-05,223.10000610351562,224.08999633789062,221.1999969482422,222.57000732421875,3246500,BA,1,-0.018621493608520723,224.15877887743716,221.81122234326597,0.0,-66.66666666666667,100.0,222.98500061035156,222.98500061035156,14.010000228881836
2023-09-05,286.3399963378906,289.4100036621094,281.3800048828125,280.1822509765625,2515600,CAT,1,-0.1031210483648124,288.9804597359928,275.98029465853847,0.0,-66.66666666666919,100.0,282.4803771972656,282.4803771972656,14.010000228881836
2023-09-05,219.3300018310547,220.32000732421875,217.61000061035156,218.69000244140625,5807300,CRM,1,-0.06371786655523692,224.12636194848642,216.0936392722167,0.0,-66.66666666666667,100.0,220.11000061035156,220.11000061035156,14.010000228881836
2023-09-05,57.81999969482422,57.81999969482422,57.22999954223633,56.84941864013672,13885000,CSCO,1,-0.01291957268347943,57.95170667302882,56.32297441827977,0.0,-66.66666666666667,100.0,57.1373405456543,57.1373405456543,14.010000228881836
2023-09-05,165.27999877929688,167.55999755859375,165.1999969482422,166.4600067138672,9755800,CVX,1,0.04846162062423787,168.43471135654312,162.32529840908188,100.0,66.66666666666667,100.0,165.3800048828125,165.3800048828125,14.010000228881836
2023-09-05,81.41999816894531,82.38999938964844,81.18000030517578,81.19000244140625,12741700,DIS,1,-0.010096085377242048,82.05139270275795,80.77860912829674,0.0,66.66666666667456,100.0,81.41500091552734,81.41500091552734,14.010000228881836
2023-09-05,55.18000030517578,55.400001525878906,53.98500061035156,54.189998626708984,4913900,DOW,1,-0.024679538531174217,56.29563792660653,53.1843616156298,0.0,-66.66666666666667,100.0,54.739999771118164,54.739999771118164,14.010000228881836
2023-09-05,327.3399963378906,328.4800109863281,322.6300048828125,323.75,1846000,GS,1,-0.08189088870324213,330.7368678192294,320.41312607725496,0.0,-66.66666666666558,100.0,325.5749969482422,325.5749969482422,14.010000228881836
2023-09-05,331.8399963378906,332.29998779296875,327.3699951171875,327.7799987792969,3141400,HD,1,-0.11890998253460339,337.9253072930095,322.934678058553,0.0,-66.66666666666667,100.0,330.42999267578125,330.42999267578125,14.010000228881836
2023-09-05,188.5800018310547,188.8000030517578,185.6199951171875,184.61367797851562,2229100,HON,1,-0.059999661567871954,189.73280308769336,182.1688234992207,0.0,-66.66666666666559,100.0,185.95081329345703,185.95081329345703,14.010000228881836
2023-09-05,147.91000366210938,149.0,147.57000732421875,146.46888732910156,3731300,IBM,1,0.00421528938488791,146.64065111684417,146.1092420716324,100.0,66.66666666666667,100.0,146.37494659423828,146.37494659423828,14.010000228881836
2023-09-05,36.58000183105469,37.40999984741211,36.459999084472656,36.589683532714844,43379400,INTC,1,0.002236195099655447,36.68080357344698,36.39889308182646,100.0,66.66666666666572,100.0,36.53984832763672,36.53984832763672,14.010000228881836
2023-09-05,160.55999755859375,161.97000122070312,160.27999877929688,160.67999267578125,9019800,JNJ,1,0.004487111018278256,160.8628325982975,160.2971558050228,100.0,-66.66666666666667,100.0,160.57999420166016,160.57999420166016,14.010000228881836
2023-09-05,147.16000366210938,148.2100067138672,145.00999450683594,144.13644409179688,7854700,JPM,1,-0.03608004252114938,147.2147656486826,142.6662615729971,0.0,-66.6666666666693,100.0,144.94051361083984,144.94051361083984,14.010000228881836
2023-09-05,59.25,59.31999969482422,58.66999816894531,58.35700988769531,12474600,KO,1,-0.010907014211021249,59.28758797521692,57.91257300500769,0.0,-66.66666666666586,100.0,58.600080490112305,58.600080490112305,14.010000228881836
